reference	text
1 Corinthians 11:20	When therefore you assemble yourselves together, it is not the Master's supper that you eat.
1 Corinthians 11:21	For in your eating each one takes their own supper first. One is hungry, and another is drunken.
1 Corinthians 11:22	What, don't you have houses to eat and to drink in? Or do you despise God's assembly, and put them to shame who don't have? What shall I tell you? Shall I praise you? In this I don't praise you.
1 Corinthians 11:23	For I received from God that which also I delivered to you, that Master Yeshua on the night in which he was betrayed took bread.
1 Corinthians 11:24	"When he had given thanks, he broke it, and said, ""Take, eat. This is my body, which is broken for you. Do this in memory of me."""
1 Corinthians 11:25	"In the same way he also took the cup, after supper, saying, ""This cup is the new covenant in my blood. Do this, as often as you drink, in memory of me."""
1 Corinthians 11:26	For as often as you eat this bread and drink this cup, you proclaim the Master's death until he comes.
1 Corinthians 11:27	Therefore whoever eats this bread or drinks the Master's cup in a manner unworthy of the Master will be guilty of the body and the blood of the Master.
1 Corinthians 11:28	But let a person examine themselves, and so let them eat of the bread, and drink of the cup.
1 Corinthians 11:29	For the one who eats and drinks in an unworthy manner eats and drinks judgment to themselves, if they don't discern the Master's body.
1 Corinthians 11:30	For this cause many among you are weak and sickly, and not a few sleep.
1 Corinthians 11:31	For if we discerned ourselves, we wouldn't be judged.
1 Corinthians 11:32	But when we are judged, we are punished by the Master, that we may not be condemned with the world.
1 Corinthians 11:33	Therefore, my brothers and sisters, when you come together to eat, wait one for another.
1 Corinthians 11:34	But if anyone is hungry, let them eat at home, lest your coming together be for judgment. The rest I will set in order whenever I come.
1 Corinthians 12:1	Now concerning spiritual things, brothers and sisters, I don't want you to be ignorant.
1 Corinthians 12:2	You know that when you were heathen, you were led away to those mute idols, however you might be led.
1 Corinthians 12:3	"Therefore I make known to you that no one speaking by Ruach of God says, ""Yeshua is accursed."" No one can say, ""Yeshua is Master,"" but by the Ruach of Elohim."
1 Corinthians 12:4	Now there are various kinds of gifts, but the same Ruach.
1 Corinthians 12:5	There are various kinds of service, and the same Master.
1 Corinthians 12:6	There are various kinds of workings, but the same God, who works all things in all.
1 Corinthians 12:7	But to each one is given the manifestation of the Ruach for the profit of all.
1 Corinthians 12:8	For to one is given through the Ruach the word of wisdom, and to another the word of knowledge, according to the same Ruach;
1 Corinthians 12:9	to another faith, by the same Ruach; and to another gifts of healings, by the same Ruach;
1 Corinthians 12:10	and to another workings of miracles; and to another prophecy; and to another discerning of spirits; to another different kinds of languages; and to another the interpretation of languages.
1 Corinthians 12:11	But the one and the same Ruach works all of these, distributing to each one separately as the Ruach desires.
1 Corinthians 12:12	For as the body is one, and has many members, and all the members of the body, being many, are one body; so also is Messiah.
1 Corinthians 12:13	For in one Ruach we were all immersed into one body, whether Judeans or Greeks, whether bond or free; and were all given to drink into one Ruach.
1 Corinthians 12:14	For the body is not one member, but many.
1 Corinthians 12:15	"If the foot would say, ""Because I'm not the hand, I'm not part of the body,"" it is not therefore not part of the body."
1 Corinthians 12:16	"If the ear would say, ""Because I'm not the eye, I'm not part of the body,"" it's not therefore not part of the body."
1 Corinthians 12:17	If the whole body were an eye, where would the hearing be? If the whole were hearing, where would the smelling be?
1 Corinthians 12:18	But now God has set the members, each one of them, in the body, just as God desired.
1 Corinthians 12:19	If they were all one member, where would the body be?
1 Corinthians 12:20	But now they are many members, but one body.
1 Corinthians 12:21	"The eye can't tell the hand, ""I have no need for you,"" or again the head to the feet, ""I have no need for you."""
1 Corinthians 12:22	No, much rather, those members of the body which seem to be weaker are necessary.
1 Corinthians 12:23	Those parts of the body which we think to be less honorable, on those we bestow more abundant honor; and our unpresentable parts have more abundant propriety;
1 Corinthians 12:24	whereas our presentable parts have no such need. But God composed the body together, giving more abundant honor to the inferior part,
1 Corinthians 12:25	that there should be no division in the body, but that the members should have the same care for one another.
1 Corinthians 12:26	When one member suffers, all the members suffer with it. Or when one member is honored, all the members rejoice with it.
1 Corinthians 12:27	Now you are the body of Messiah, and members individually.
1 Corinthians 12:28	God has set some in the assembly: first emissaries, second prophets, third teachers, then miracle workers, then gifts of healings, helps, governments, and various kinds of languages.
1 Corinthians 12:29	Are all emissaries? Are all prophets? Are all teachers? Are all miracle workers?
1 Corinthians 12:30	Do all have gifts of healings? Do all speak with various languages? Do all interpret?
1 Corinthians 12:31	But earnestly desire the best gifts. Moreover, I show a most excellent way to you.
1 Corinthians 13:1	If I speak with the languages of people and of angels, but don't have love, I have become sounding brass, or a clanging cymbal.
1 Corinthians 13:2	If I have the gift of prophecy, and know all mysteries and all knowledge; and if I have all faith, so as to remove mountains, but don't have love, I am nothing.
1 Corinthians 13:3	If I dole out all my goods to feed the poor, and if I give my body to be burned, but don't have love, it profits me nothing.
1 Corinthians 13:4	Love is patient and is kind; love doesn't envy. Love doesn't brag, is not proud,
1 Corinthians 13:5	doesn't behave itself inappropriately, doesn't seek its own way, is not provoked, takes no account of unripeness;
1 Corinthians 13:6	doesn't rejoice in unrighteousness, but rejoices with the truth;
1 Corinthians 13:7	bears all things, believes all things, hopes all things, endures all things.
1 Corinthians 13:8	Love never fails. But where there are prophecies, they will be done away with. Where there are various languages, they will cease. Where there is knowledge, it will be done away with.
